ID,PCP_SS_HE,PCP_SS_ST,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN
seq2266,0.304,0.348,0.457,0.283,0.304
seq2267,0.237,0.368,0.447,0.184,0.316
seq2268,0.714,0.143,0.381,0.476,0.095
seq2269,0.552,0.379,0.448,0.345,0.138
seq2270,0.242,0.455,0.485,0.212,0.333
seq2271,0.333,0.394,0.424,0.333,0.273
seq2272,0.354,0.417,0.583,0.271,0.125
seq2273,0.353,0.324,0.471,0.265,0.235
seq2274,0.383,0.4,0.333,0.35,0.3
seq2275,0.383,0.3,0.383,0.35,0.25
seq2276,0.292,0.336,0.558,0.195,0.257
seq2277,0.404,0.301,0.416,0.331,0.249
seq2278,0.508,0.295,0.721,0.18,0.115
seq2279,0.596,0.222,0.354,0.394,0.182
seq2280,0.362,0.333,0.362,0.333,0.348
seq2281,0.416,0.345,0.372,0.327,0.301
seq2282,0.446,0.28,0.462,0.316,0.212
seq2283,0.383,0.32,0.398,0.338,0.274
seq2284,0.42,0.302,0.443,0.325,0.2
seq2285,0.296,0.35,0.49,0.272,0.243
seq2286,0.503,0.279,0.394,0.327,0.255
seq2287,0.182,0.485,0.576,0.182,0.242
seq2288,0.1,0.567,0.5,0.233,0.333
seq2289,0.333,0.485,0.667,0.091,0.152
seq2290,0.542,0.273,0.362,0.38,0.21
seq2291,0.404,0.281,0.456,0.257,0.263
seq2292,0.529,0.176,0.294,0.471,0.412
seq2293,0.395,0.355,0.368,0.408,0.224
seq2294,0.278,0.417,0.472,0.222,0.25
seq2295,0.35,0.291,0.408,0.291,0.278
seq2296,0.341,0.432,0.477,0.273,0.25
seq2297,0.105,0.368,0.579,0.316,0.316
seq2298,0.493,0.258,0.441,0.301,0.223
seq2299,0.444,0.285,0.411,0.324,0.251
seq2300,0.383,0.28,0.435,0.283,0.275
seq2301,0.425,0.272,0.449,0.318,0.218
seq2302,0.45,0.252,0.493,0.291,0.248
seq2303,0.494,0.253,0.482,0.241,0.216
seq2304,0.438,0.257,0.362,0.419,0.248
seq2305,0.383,0.262,0.346,0.374,0.271
seq2306,0.456,0.254,0.412,0.36,0.149
seq2307,0.377,0.236,0.425,0.302,0.198
seq2308,0.261,0.261,0.428,0.181,0.377
seq2309,0.373,0.271,0.48,0.258,0.231
seq2310,0.486,0.371,0.657,0.257,0.086
seq2311,0.465,0.268,0.423,0.324,0.268
seq2312,0.394,0.294,0.413,0.275,0.284
seq2313,0.307,0.312,0.396,0.271,0.37
seq2314,0.37,0.276,0.5,0.286,0.229
seq2315,0.534,0.228,0.423,0.228,0.275
seq2316,0.473,0.216,0.467,0.347,0.246
seq2317,0.348,0.332,0.441,0.316,0.289
seq2318,0.411,0.294,0.448,0.258,0.278
seq2319,0.468,0.294,0.46,0.343,0.166
seq2320,0.482,0.267,0.393,0.429,0.204
seq2321,0.532,0.213,0.33,0.394,0.245
seq2322,0.43,0.267,0.36,0.372,0.291
seq2323,0.437,0.264,0.379,0.437,0.207
seq2324,0.47,0.295,0.424,0.338,0.215
seq2325,0.403,0.201,0.313,0.448,0.254
seq2326,0.369,0.305,0.423,0.262,0.344
seq2327,0.526,0.263,0.432,0.368,0.189
seq2328,0.54,0.212,0.336,0.319,0.319
seq2329,0.282,0.318,0.412,0.4,0.212
seq2330,0.416,0.248,0.336,0.336,0.301
seq2331,0.451,0.274,0.445,0.296,0.253
seq2332,0.459,0.283,0.402,0.311,0.262
seq2333,0.447,0.191,0.298,0.426,0.262
seq2334,0.493,0.328,0.433,0.313,0.254
seq2335,0.457,0.256,0.31,0.403,0.333
seq2336,0.321,0.377,0.528,0.34,0.283
seq2337,0.344,0.281,0.469,0.266,0.234
seq2338,0.488,0.251,0.439,0.363,0.217
seq2339,0.419,0.293,0.434,0.343,0.253
seq2340,0.363,0.25,0.371,0.274,0.355
seq2341,0.461,0.329,0.368,0.329,0.303
seq2342,0.358,0.336,0.381,0.299,0.269
seq2343,0.399,0.194,0.419,0.356,0.236
seq2344,0.434,0.263,0.384,0.333,0.293
seq2345,0.347,0.347,0.444,0.347,0.194
seq2346,0.333,0.31,0.454,0.286,0.29
seq2347,0.406,0.284,0.497,0.297,0.213
seq2348,0.561,0.219,0.485,0.276,0.219
seq2349,0.33,0.327,0.395,0.351,0.271
seq2350,0.31,0.315,0.343,0.287,0.417
seq2351,0.412,0.294,0.37,0.37,0.263
seq2352,0.471,0.247,0.424,0.388,0.188
seq2353,0.397,0.069,0.379,0.19,0.259
seq2354,0.362,0.315,0.433,0.22,0.339
seq2355,0.263,0.322,0.407,0.297,0.28
seq2356,0.513,0.177,0.354,0.407,0.248
seq2357,0.339,0.241,0.446,0.295,0.205
seq2358,0.2,0.286,0.571,0.2,0.286
seq2359,0.486,0.284,0.419,0.27,0.243
seq2360,0.458,0.245,0.412,0.375,0.231
seq2361,0.731,0.077,0.346,0.385,0.154
seq2362,0.479,0.146,0.562,0.333,0.104
seq2363,0.533,0.267,0.533,0.267,0.133
seq2364,0.414,0.281,0.421,0.318,0.305
seq2365,0.4,0.267,0.6,0.133,0.2
seq2366,0.571,0.381,0.333,0.19,0.286
seq2367,0.542	,0.167	,0.367	,0.283	,0.3	
