ID,DDR_A,DDR_C,DDR_D,DDR_E,DDR_F,DDR_G,DDR_H,DDR_I,DDR_K,DDR_L,DDR_M,DDR_N,DDR_P,DDR_Q,DDR_R,DDR_S,DDR_T,DDR_V,DDR_W,DDR_Y
seq163,11.39,0.00,8.28,0.00,7.41,10.28,0.00,9.39,10.47,12.72,6.12,7.88,0.00,10.28,16.06,11.65,0.00,8.06,0.00,0.00
seq164,6.18,0.00,0.00,9.50,0.00,15.17,0.00,11.61,10.00,16.03,0.00,15.55,27.16,22.32,14.17,8.46,20.97,0.00,27.16,0.00
seq165,18.15,9.76,35.58,0.00,29.63,12.82,13.32,13.32,18.54,16.45,0.00,22.19,22.79,14.78,40.02,26.88,15.66,10.59,25.16,22.79
seq166,20.79,0.00,17.10,22.42,36.67,9.76,34.04,44.84,23.66,46.60,45.46,26.48,35.53,23.25,18.07,32.19,18.77,19.17,56.47,37.66
seq167,0.00,0.00,16.25,0.00,0.00,13.25,0.00,12.05,14.65,10.25,0.00,15.26,4.81,0.00,5.39,12.05,9.05,18.05,0.00,7.05
seq168,27.39,0.00,16.87,32.01,36.79,12.65,18.90,21.71,25.34,67.07,0.00,11.95,21.50,23.90,15.70,18.39,25.25,14.42,21.57,0.00
seq169,6.89,0.00,25.22,13.83,26.43,32.20,38.67,24.51,6.42,12.73,0.00,24.18,24.67,12.27,0.00,22.66,23.92,14.81,0.00,25.14
seq170,21.32,4.69,17.79,0.00,13.76,12.71,0.00,25.64,0.00,26.74,0.00,19.32,26.74,23.79,3.93,20.42,19.32,28.38,0.00,20.42
seq171,9.12,0.00,0.00,14.40,11.52,6.48,0.00,16.64,8.41,6.00,0.00,19.52,21.20,0.00,0.00,18.00,16.64,10.61,19.52,0.00
seq172,6.32,0.00,0.00,0.00,6.00,5.43,0.00,0.00,8.96,6.77,0.00,0.00,21.20,14.04,0.00,12.79,16.64,0.00,0.00,0.00
seq173,4.55,0.00,13.86,0.00,8.76,9.25,0.00,0.00,7.05,7.15,11.14,11.33,18.23,0.00,0.00,0.00,0.00,11.52,0.00,0.00
seq174,2.44,0.00,0.00,0.00,0.00,4.84,0.00,13.86,5.25,9.62,18.23,0.00,0.00,0.00,0.00,0.00,10.19,8.48,0.00,0.00
seq175,9.36,0.00,0.00,0.00,23.19,10.56,15.19,12.42,7.52,7.22,0.00,0.00,8.40,24.04,21.48,19.93,0.00,10.50,0.00,0.00
seq176,5.69,0.00,8.93,0.00,0.00,6.07,0.00,6.08,4.31,4.92,0.00,10.36,0.00,0.00,0.00,0.00,0.00,0.00,8.93,0.00
seq177,15.58,11.11,16.28,0.00,15.41,10.65,18.48,22.85,18.78,0.00,0.00,21.58,11.41,0.00,11.48,18.48,9.10,0.00,17.03,14.90
seq178,8.10,6.00,0.00,0.00,16.73,7.94,0.00,0.00,8.32,0.00,0.00,0.00,0.00,0.00,6.34,11.84,0.00,0.00,16.03,22.50
seq179,10.57,6.73,0.00,0.00,19.61,7.76,0.00,16.59,24.86,0.00,0.00,18.53,18.00,18.86,22.92,8.74,0.00,29.08,0.00,11.25
seq180,7.88,0.00,9.46,19.52,0.00,6.23,12.24,10.71,5.41,5.86,0.00,0.00,0.00,0.00,0.00,18.00,0.00,10.59,0.00,0.00
seq181,5.39,0.00,10.19,15.14,12.77,20.05,11.86,6.45,5.65,8.00,0.00,0.00,0.00,8.86,0.00,0.00,0.00,18.23,0.00,0.00
seq182,16.25,0.00,0.00,0.00,9.79,9.65,9.05,18.05,9.25,0.00,0.00,0.00,2.21,5.39,7.05,0.00,12.05,0.00,0.00,0.00
seq183,23.04,14.40,13.54,21.20,0.00,8.14,0.00,0.00,0.00,0.00,0.00,13.52,0.00,0.00,11.04,10.21,13.12,5.43,0.00,11.04
seq184,19.22,0.00,0.00,0.00,16.59,4.35,5.95,4.05,0.00,9.24,0.00,0.00,0.00,0.00,17.57,12.70,0.00,5.62,0.00,0.00
seq185,8.65,0.00,15.62,0.00,17.24,11.05,9.62,4.39,7.25,8.25,15.62,0.00,7.65,0.00,0.00,14.19,0.00,10.38,0.00,12.95
seq186,6.90,21.91,20.09,0.00,0.00,11.70,0.00,16.41,5.45,9.04,19.39,16.06,0.00,15.76,0.00,8.71,29.15,18.48,0.00,0.00
seq187,0.00,11.05,0.00,0.00,0.00,4.12,0.00,0.00,6.42,4.24,0.00,0.00,0.00,0.00,0.00,9.35,0.00,3.50,0.00,0.00
seq188,10.21,14.65,9.65,13.25,11.05,0.00,0.00,11.05,0.00,0.00,0.00,12.05,9.47,8.32,7.68,6.12,18.05,0.00,0.00,9.05
seq189,0.00,0.00,0.00,0.00,6.83,34.09,0.00,18.61,0.00,0.00,0.00,24.46,2.22,0.00,4.80,0.00,0.00,22.02,0.00,0.00
seq190,22.69,6.32,34.60,20.31,20.60,17.74,21.45,40.02,11.58,20.12,0.00,23.45,17.90,21.32,22.98,20.98,17.41,14.10,20.02,10.97
seq191,40.02,0.00,0.00,0.00,18.27,7.03,0.00,14.78,5.83,10.93,0.00,0.00,27.45,20.07,7.03,21.45,20.31,26.31,30.02,33.51
seq192,19.50,0.00,14.39,15.03,0.00,28.16,0.00,12.06,10.34,16.84,0.00,16.91,18.53,11.39,17.77,0.00,22.13,16.28,15.41,8.83
seq193,6.75,21.91,25.76,0.00,0.00,10.30,0.00,17.16,6.10,6.83,0.00,10.78,0.00,14.66,0.00,9.94,24.24,17.03,0.00,0.00
seq194,9.03,22.85,25.21,0.00,19.32,11.94,0.00,30.15,7.10,6.61,0.00,10.91,0.00,15.33,0.00,13.84,10.48,16.03,0.00,0.00
seq195,23.90,6.59,0.00,34.45,22.02,7.73,59.20,37.77,0.00,31.78,0.00,40.40,16.79,10.05,10.25,19.37,24.64,17.68,0.00,38.43
seq196,22.46,21.42,21.57,0.00,0.00,9.96,47.42,14.00,49.59,10.76,0.00,0.00,18.06,58.02,8.15,15.33,15.81,0.00,0.00,34.57
seq197,17.32,23.49,23.58,17.73,27.53,21.30,20.91,49.55,6.39,29.53,22.91,21.04,68.33,33.12,0.00,27.26,31.58,22.68,72.07,51.87
seq198,0.00,23.20,39.86,7.13,0.00,0.00,31.73,0.00,14.73,0.00,29.04,66.01,34.78,9.71,7.58,0.00,30.39,0.00,0.00,16.52
seq199,19.69,11.02,26.80,26.61,22.02,6.17,17.47,0.00,25.57,16.58,0.00,44.02,9.61,35.33,23.25,16.84,12.84,21.91,0.00,0.00
seq200,5.06,0.00,10.47,0.00,8.59,15.06,0.00,7.53,5.19,11.76,0.00,11.76,0.00,0.00,8.00,0.00,8.00,6.62,0.00,0.00
seq201,8.56,0.00,0.00,0.00,9.41,12.31,8.00,4.81,5.19,0.00,0.00,11.76,0.00,0.00,0.00,5.06,0.00,4.50,0.00,0.00
seq202,10.21,0.00,12.32,0.00,0.00,6.94,0.00,14.28,5.61,3.19,0.00,11.16,0.00,0.00,10.21,0.00,8.95,3.88,0.00,0.00
seq203,7.53,0.00,10.47,0.00,0.00,12.31,0.00,4.40,5.19,9.41,0.00,11.76,0.00,0.00,8.00,8.00,0.00,4.79,0.00,0.00
seq204,8.56,0.00,10.47,0.00,0.00,15.06,0.00,11.76,4.67,9.31,0.00,7.06,15.06,0.00,0.00,0.00,0.00,4.50,0.00,0.00
seq205,9.92,0.00,0.00,0.00,0.00,12.50,0.00,6.79,17.57,7.92,0.00,13.58,15.27,0.00,6.35,0.00,12.19,8.35,16.35,11.84
seq206,9.62,0.00,0.00,0.00,0.00,3.19,0.00,15.26,14.65,4.50,10.38,0.00,14.19,0.00,0.00,9.52,0.00,8.45,0.00,0.00
seq207,7.21,25.69,0.00,13.81,31.35,7.82,0.00,17.69,5.03,14.32,12.25,31.35,0.00,33.14,0.00,0.00,7.91,10.23,0.00,0.00
seq208,15.58,21.91,17.70,29.15,23.03,8.43,0.00,0.00,6.25,7.70,17.03,6.57,0.00,0.00,0.00,14.09,0.00,6.21,0.00,0.00
seq209,9.65,5.76,0.00,0.00,0.00,7.68,13.25,0.00,9.58,0.00,0.00,0.00,9.05,18.05,4.35,0.00,0.00,0.00,7.68,8.95
seq210,28.48,6.89,15.34,26.17,29.29,12.27,0.00,17.10,14.13,0.00,41.17,25.25,17.10,0.00,10.17,12.13,15.84,0.00,0.00,24.08
seq211,14.65,0.00,12.95,14.19,11.05,8.95,0.00,7.89,10.38,11.90,15.62,13.05,0.00,0.00,19.05,7.26,15.62,0.00,0.00,0.00
seq212,6.95,0.00,0.00,10.87,0.00,10.59,17.57,0.00,3.79,6.63,0.00,0.00,0.00,0.00,17.57,0.00,7.86,8.41,19.22,19.22
seq213,36.26,8.67,46.10,0.00,17.63,16.56,23.65,27.22,9.80,20.21,0.00,31.77,25.70,9.79,24.47,19.88,21.67,21.27,17.18,22.69
seq214,9.19,0.00,15.39,0.00,0.00,10.26,37.03,19.51,11.83,0.00,16.55,14.86,0.00,14.45,25.82,16.70,0.00,9.24,17.82,19.79
seq215,30.09,9.19,20.94,0.00,13.40,11.26,23.50,21.69,22.23,0.00,27.82,17.94,31.20,27.72,17.40,11.63,31.43,0.00,0.00,14.60
seq216,9.87,21.91,17.70,0.00,25.76,6.81,0.00,0.00,5.18,6.11,17.03,15.58,0.00,0.00,0.00,12.59,0.00,10.77,0.00,0.00
seq217,0.00,7.81,0.00,0.00,15.06,6.19,0.00,4.00,13.29,4.40,9.41,0.00,0.00,8.00,11.76,0.00,5.19,0.00,0.00,0.00
seq218,12.81,0.00,0.00,0.00,33.33,9.92,0.00,19.39,6.36,6.42,20.36,19.71,14.18,18.56,18.97,0.00,12.86,12.27,22.67,0.00
seq219,5.17,7.89,0.00,0.00,14.65,18.05,0.00,5.79,10.25,5.83,0.00,18.05,11.05,9.05,0.00,0.00,7.68,13.25,0.00,9.05
seq220,11.50,21.91,25.76,0.00,17.68,15.03,0.00,0.00,7.90,5.68,0.00,8.32,0.00,0.00,0.00,9.77,21.66,14.66,0.00,0.00
seq221,9.86,21.91,0.00,0.00,10.90,25.17,0.00,16.84,5.26,22.13,0.00,11.03,15.16,15.41,0.00,13.61,10.90,16.28,0.00,26.41
seq222,23.19,18.18,15.56,0.00,18.18,8.65,15.18,9.81,21.41,8.35,0.00,0.00,5.36,0.00,10.19,26.04,24.18,0.00,20.89,0.00
seq223,20.11,13.25,23.82,26.24,0.00,12.24,15.62,18.54,11.31,7.15,0.00,19.61,18.03,18.34,20.24,8.56,0.00,12.81,0.00,27.61
seq224,0.00,8.40,14.06,0.00,0.00,4.64,7.31,3.38,0.00,0.00,0.00,0.00,0.00,8.56,7.33,10.81,0.00,0.00,8.56,0.00
seq225,12.80,0.00,0.00,8.38,0.00,12.79,0.00,8.62,6.88,6.59,0.00,0.00,0.00,16.40,0.00,7.38,17.58,16.35,0.00,0.00
seq226,7.39,0.00,12.24,0.00,0.00,5.90,0.00,15.44,14.21,7.95,0.00,0.00,21.20,19.52,13.52,10.00,0.00,9.65,0.00,0.00
seq227,6.24,0.00,11.39,0.00,10.24,7.65,0.00,9.39,8.00,9.39,0.00,11.39,0.00,0.00,0.00,0.00,8.59,4.40,0.00,0.00
seq228,0.00,0.00,0.00,0.00,0.00,0.00,10.08,10.08,6.08,7.08,0.00,0.00,4.91,5.42,6.08,8.42,0.00,0.00,4.73,5.08
seq229,8.17,0.00,0.00,0.00,0.00,7.94,0.00,0.00,2.93,0.00,0.00,0.00,0.00,10.21,4.82,16.06,12.32,8.53,0.00,0.00
seq230,0.00,0.00,20.24,13.54,20.97,11.37,0.00,8.21,6.06,18.86,0.00,23.82,27.61,8.81,11.21,36.03,25.30,0.00,0.00,0.00
seq231,7.48,20.21,0.00,0.00,0.00,9.23,0.00,13.65,7.14,3.50,0.00,17.04,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
seq232,11.90,13.05,0.00,0.00,0.00,9.62,0.00,0.00,0.00,10.38,0.00,0.00,0.00,0.00,4.44,0.00,0.00,3.53,16.25,6.00
seq233,24.36,7.03,0.00,0.00,0.00,4.10,18.14,32.14,15.44,0.00,0.00,13.39,11.60,8.85,31.14,13.09,0.00,23.14,22.03,14.74
seq234,14.23,18.69,24.67,22.26,17.43,16.69,24.55,21.98,13.89,21.38,25.49,25.62,25.14,40.20,7.75,15.28,32.20,19.30,29.25,49.02
seq235,8.96,0.00,0.00,0.00,16.35,11.12,0.00,12.04,8.86,8.64,13.58,0.00,0.00,7.92,0.00,16.88,12.19,12.96,21.20,17.58
seq236,38.12,0.00,27.78,11.96,84.87,17.60,0.00,27.77,14.99,10.92,26.34,16.92,48.87,68.26,23.99,12.81,34.70,18.18,86.62,46.36
seq237,7.73,6.36,0.00,0.00,0.00,7.73,0.00,5.36,6.36,3.38,0.00,0.00,9.87,0.00,0.00,0.00,0.00,6.36,11.33,0.00
seq238,10.88,0.00,12.50,0.00,0.00,9.68,0.00,16.32,7.29,4.19,0.00,0.00,15.27,18.96,0.00,16.64,0.00,11.12,0.00,0.00
seq239,0.00,5.25,0.00,24.78,15.78,13.35,24.78,18.00,27.16,11.68,0.00,21.91,18.53,12.00,0.00,21.03,5.25,11.43,30.03,0.00
seq240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.79,36.24,9.99,0.00,0.00,1.51,74.77,5.16,49.63,0.00,0.00,0.00,0.00
seq241,77.01,0.00,0.00,0.00,4.62,9.45,0.00,44.99,0.00,0.00,0.00,19.17,1.76,0.00,15.20,0.00,0.00,66.08,49.67,0.00
seq242,17.73,22.89,40.28,27.76,38.54,0.00,42.11,22.53,34.09,8.05,44.02,14.43,0.00,31.15,22.89,10.10,20.84,6.36,32.53,24.58
seq243,6.15,0.00,0.00,0.00,40.93,13.85,0.00,13.24,40.33,11.30,32.49,37.78,0.00,34.90,59.59,25.64,9.97,16.06,38.41,67.01
seq244,6.41,63.04,0.00,23.47,48.42,8.53,46.65,16.35,15.88,10.77,0.00,51.79,80.01,35.95,0.00,50.94,32.73,35.78,29.19,27.26
seq245,8.72,0.00,0.00,18.96,20.50,14.54,9.84,16.35,12.50,13.96,0.00,0.00,10.16,0.00,12.50,13.68,0.00,3.75,0.00,0.00
seq246,6.53,21.75,0.00,23.82,33.84,6.40,37.76,30.02,17.25,34.27,32.92,17.46,47.82,0.00,28.95,35.25,36.79,16.98,26.65,30.39
seq247,0.00,0.00,0.00,0.00,5.69,0.00,0.00,5.69,8.93,4.08,0.00,0.00,7.79,0.00,0.00,4.08,6.93,6.07,0.00,0.00
seq248,12.97,21.93,21.67,0.00,0.00,7.68,0.00,18.31,22.21,0.00,0.00,10.72,0.00,29.63,0.00,12.51,16.50,19.74,11.22,37.30
seq249,14.25,8.97,0.00,0.00,0.00,4.57,10.86,0.00,35.03,22.92,0.00,5.88,0.00,17.57,0.00,15.60,18.38,7.74,14.53,32.14
seq250,11.05,0.00,6.95,0.00,6.45,8.32,0.00,8.63,7.65,9.79,0.00,0.00,0.00,11.75,0.00,0.00,11.05,8.65,0.00,0.00
seq251,8.70,0.00,21.84,0.00,22.52,18.18,0.00,9.08,21.53,26.45,0.00,46.61,0.00,60.59,52.59,12.05,17.04,10.27,68.01,42.93
seq252,4.45,0.00,26.84,0.00,21.81,8.04,39.49,20.48,31.90,7.33,0.00,57.02,35.15,44.92,32.61,26.22,12.47,19.40,32.05,53.22
seq253,8.97,0.00,24.74,8.85,13.56,5.70,0.00,18.50,8.18,13.74,0.00,22.21,19.31,0.00,0.00,0.00,0.00,21.14,17.09,0.00
seq254,12.79,0.00,0.00,40.42,33.42,7.63,0.00,10.64,21.59,14.22,0.00,33.42,0.00,33.36,0.00,14.60,12.00,9.77,0.00,52.42
seq255,14.63,20.98,14.17,20.93,32.42,14.41,0.00,20.98,11.72,39.12,0.00,16.24,0.00,24.28,15.17,17.40,31.26,8.21,19.17,16.93
seq256,17.45,21.81,21.93,14.56,0.00,9.08,30.57,19.64,11.17,30.57,0.00,7.47,33.77,21.11,41.02,0.00,40.11,12.26,11.37,29.64
seq257,12.72,24.40,47.25,51.02,26.45,10.41,45.47,20.63,13.34,8.98,42.15,22.11,14.62,0.00,33.33,24.79,0.00,42.15,32.91,43.77
seq258,41.12,20.88,32.57,0.00,47.61,10.29,40.18,17.27,7.82,9.56,0.00,25.40,21.02,25.23,20.63,19.05,13.58,22.66,22.04,51.23
seq259,10.09,20.42,0.00,12.42,28.38,7.91,0.00,17.64,6.55,8.84,17.70,24.06,22.50,16.03,0.00,30.15,17.21,0.00,12.55,14.24
seq260,16.57,0.00,0.00,18.84,26.02,28.11,0.00,14.36,8.97,17.12,30.98,13.81,15.66,25.16,29.07,0.00,16.21,40.11,20.70,9.18
seq261,14.57,0.00,0.00,21.93,15.35,12.59,0.00,7.13,9.47,34.93,18.00,25.11,16.07,18.74,21.17,22.93,42.02,22.65,30.60,21.67
seq262,34.50,0.00,27.21,30.98,11.56,11.93,41.02,6.66,9.14,16.34,20.12,0.00,23.49,13.57,39.12,0.00,15.93,29.63,12.15,20.70
seq263,10.85,8.73,18.80,0.00,17.14,14.97,0.00,16.11,0.00,9.68,0.00,12.61,22.21,17.03,0.00,9.64,13.54,8.79,0.00,0.00
seq264,16.52,21.07,20.98,0.00,0.00,5.14,19.88,18.73,12.87,0.00,0.00,18.59,32.98,14.78,40.02,20.31,9.82,10.32,12.97,21.27
seq265,33.86,0.00,40.10,28.09,38.92,7.67,46.28,17.24,19.08,26.26,49.14,22.39,21.08,16.25,14.36,18.65,43.40,30.46,0.00,18.34
seq266,5.15,0.00,17.04,0.00,9.65,7.32,15.71,17.57,6.14,14.54,0.00,20.21,0.00,0.00,18.54,0.00,12.04,6.05,0.00,0.00
seq267,6.00,0.00,17.04,0.00,0.00,12.70,0.00,4.95,5.35,11.04,0.00,15.91,0.00,22.04,0.00,14.54,12.04,12.71,15.71,0.00
seq268,9.09,32.53,35.47,47.06,39.12,9.09,0.00,58.46,36.67,20.03,66.06,22.22,24.06,48.68,64.68,27.13,66.07,24.72,48.78,34.97
seq269,4.81,0.00,10.47,0.00,9.41,7.07,7.65,6.69,5.56,9.73,0.00,0.00,0.00,0.00,0.00,10.47,0.00,7.53,0.00,0.00
seq270,0.00,0.00,0.00,0.00,10.08,6.92,0.00,0.00,8.00,1.78,5.54,0.00,8.00,0.00,0.00,0.00,5.69,6.15,0.00,0.00
seq271,5.69,0.00,0.00,0.00,10.08,6.92,0.00,6.08,5.54,3.82,0.00,0.00,0.00,0.00,0.00,4.75,0.00,5.69,0.00,0.00
seq272,20.36,0.00,0.00,26.65,12.24,0.00,33.33,18.72,5.72,7.31,0.00,20.03,21.79,12.23,13.29,18.56,20.81,28.56,0.00,14.11
seq273,10.87,9.76,35.58,28.37,22.98,10.31,16.21,14.98,14.12,16.20,0.00,15.17,0.00,28.37,22.12,10.54,39.12,31.85,0.00,0.00
seq274,6.59,0.00,0.00,26.17,0.00,6.37,0.00,11.32,6.81,10.00,14.43,15.37,24.43,20.21,0.00,10.68,21.37,0.00,24.43,0.00
seq275,28.50,20.14,17.79,39.30,71.50,23.78,99.54,48.35,40.81,22.67,43.06,50.07,37.64,18.24,14.68,26.55,18.45,28.56,66.37,37.42
seq276,11.71,4.42,0.00,0.00,21.82,10.66,11.08,0.00,13.49,16.97,25.62,0.00,22.62,0.00,19.79,14.00,13.55,18.51,25.62,13.90
seq277,19.62,4.42,0.00,0.00,14.87,9.51,17.57,0.00,13.49,18.87,0.00,20.52,36.12,0.00,14.00,20.39,13.55,32.62,0.00,13.61
seq278,8.09,0.00,18.54,13.54,0.00,4.17,20.21,6.57,10.17,10.23,0.00,0.00,0.00,0.00,11.91,0.00,0.00,0.00,15.71,0.00
seq279,16.64,0.00,20.50,0.00,0.00,6.95,22.19,7.88,6.52,10.38,0.00,0.00,0.00,0.00,12.14,0.00,0.00,12.19,15.27,0.00
seq280,10.87,0.00,0.00,0.00,10.87,4.05,7.14,4.00,13.54,15.91,14.54,18.54,0.00,17.04,11.21,0.00,0.00,0.00,0.00,0.00
seq281,7.77,0.00,0.00,0.00,15.44,6.32,4.10,8.21,8.04,23.04,0.00,18.00,0.00,0.00,12.24,18.00,0.00,16.64,21.20,21.20
seq282,16.06,0.00,0.00,0.00,10.47,5.19,6.12,0.00,0.00,6.94,0.00,13.68,0.00,0.00,13.68,0.00,0.00,8.63,0.00,11.16
seq283,0.00,6.22,11.68,14.00,16.91,13.03,0.00,11.03,12.07,16.28,30.03,17.66,16.32,0.00,26.41,8.90,0.00,15.41,16.28,12.06
seq284,6.92,0.00,0.00,6.15,5.54,6.08,0.00,8.00,4.92,0.00,0.00,0.00,0.00,11.08,8.42,5.69,6.92,0.00,0.00,0.00
seq285,12.75,0.00,0.00,0.00,0.00,6.32,14.14,9.81,9.56,10.44,0.00,0.00,14.62,0.00,9.04,0.00,15.24,9.61,0.00,13.79
seq286,15.38,16.99,40.56,39.14,22.12,10.37,34.99,40.12,22.83,0.00,38.73,12.96,62.84,24.67,29.45,22.48,25.67,21.95,55.12,21.31
seq287,15.12,0.00,27.50,114.74,27.89,14.93,56.49,42.96,26.14,16.96,160.67,22.18,90.57,24.90,34.20,18.00,22.55,24.08,235.71,157.69
seq288,0.00,8.00,0.00,0.00,16.60,6.88,0.00,21.11,0.00,11.88,0.00,28.11,13.07,28.02,7.85,10.98,12.45,25.16,0.00,11.78
seq289,20.00,10.45,33.98,0.00,59.37,12.20,0.00,21.05,19.90,25.33,28.02,23.29,20.06,27.44,19.52,18.38,15.58,25.41,0.00,39.22
seq290,25.51,37.25,38.75,29.65,21.93,14.88,32.29,38.85,16.18,25.85,0.00,48.14,38.59,35.15,23.13,18.82,16.15,21.65,30.09,40.43
seq291,58.06,171.55,28.74,15.21,34.70,15.18,50.09,45.08,33.93,15.39,115.41,35.84,41.40,34.08,30.74,29.65,21.22,20.20,0.00,40.44
seq292,11.23,9.92,35.58,28.37,30.02,7.29,20.56,27.21,16.40,10.68,0.00,14.60,0.00,0.00,22.69,14.78,12.83,27.07,0.00,26.14
seq293,9.53,7.66,20.56,0.00,20.02,12.49,15.64,19.02,9.03,30.05,0.00,12.70,0.00,0.00,36.12,28.12,20.46,29.90,23.23,22.62
seq294,27.21,0.00,20.19,78.06,41.98,11.19,25.66,30.41,30.05,28.22,0.00,15.73,22.00,19.74,30.59,18.46,32.42,19.14,40.01,41.68
seq295,16.60,0.00,17.09,71.79,22.21,8.73,115.53,55.65,16.29,16.55,98.72,17.66,38.09,29.62,21.98,42.02,27.46,31.68,45.26,69.27
seq296,27.64,0.00,23.54,38.68,42.87,10.08,35.18,27.16,15.94,46.56,53.07,23.21,25.32,21.77,16.93,24.17,14.39,17.22,40.03,34.90
seq297,29.43,19.56,14.23,39.60,42.01,18.72,0.00,14.70,12.25,16.99,21.01,44.99,30.99,22.99,17.48,21.93,19.55,16.15,0.00,0.00
seq298,57.40,0.00,71.17,0.00,0.00,2.31,6.23,40.83,68.53,22.08,0.00,0.00,28.55,7.26,0.00,0.00,25.76,0.00,0.00,66.78
seq299,21.83,0.00,16.23,34.93,0.00,3.06,5.61,0.00,31.17,32.63,0.00,28.83,0.00,9.05,61.19,37.55,0.00,28.02,0.00,15.68
seq300,27.21,17.13,38.91,21.42,18.26,20.90,39.38,10.41,15.99,50.07,74.01,41.04,35.72,34.27,25.07,18.54,17.62,18.10,0.00,35.36
seq301,14.06,7.67,20.24,15.81,39.67,14.65,12.21,0.00,12.77,48.02,0.00,14.85,39.22,18.15,24.16,15.98,24.53,0.00,12.44,42.50
seq302,25.55,7.53,20.98,26.46,22.21,13.39,13.37,0.00,13.30,44.76,0.00,0.00,24.91,17.69,24.26,12.31,34.91,27.94,33.80,25.47
seq303,15.70,6.12,26.12,15.53,24.98,16.30,27.59,16.47,7.12,32.40,0.00,26.82,12.50,23.67,34.35,29.39,15.20,24.16,32.69,0.00
seq304,30.36,12.51,13.56,34.03,20.68,14.74,0.00,19.36,6.59,19.26,0.00,12.17,9.45,0.00,16.74,11.58,0.00,11.26,18.69,0.00
seq305,11.66,29.30,21.57,0.00,0.00,9.29,0.00,38.30,0.00,11.79,28.11,18.88,9.32,22.93,11.79,28.11,18.34,13.32,13.81,27.02
seq306,5.12,16.83,17.77,0.00,0.00,14.17,0.00,15.33,6.00,8.37,0.00,22.83,0.00,24.43,0.00,12.18,17.93,20.03,0.00,21.37
seq307,27.45,6.92,22.02,0.00,8.82,6.45,0.00,26.31,0.00,32.98,0.00,38.12,23.45,0.00,7.03,8.92,30.02,22.98,0.00,13.64
seq308,15.53,6.86,36.12,0.00,30.49,18.07,0.00,0.00,10.51,17.52,0.00,18.88,11.62,20.29,8.86,15.72,15.12,0.00,12.26,20.52
seq309,37.87,6.49,15.62,19.87,11.24,7.44,0.00,25.40,25.63,14.93,0.00,18.81,42.27,33.02,12.13,12.22,21.83,23.10,0.00,0.00
seq310,0.00,6.53,0.00,0.00,19.95,8.74,21.73,25.02,28.12,18.88,25.41,16.62,19.12,20.02,11.62,14.29,27.76,29.07,0.00,23.46
seq311,10.87,29.39,29.45,48.63,43.81,14.58,30.63,33.88,44.20,43.14,0.00,27.09,54.31,0.00,21.62,14.30,22.00,17.62,26.88,25.01
seq312,22.54,6.31,24.46,32.46,0.00,10.34,22.28,15.47,12.79,21.75,19.42,42.11,0.00,26.80,10.70,22.11,12.64,0.00,29.93,18.07
seq313,11.26,6.10,29.56,0.00,23.33,12.60,0.00,26.89,19.02,32.46,0.00,25.07,16.56,0.00,9.67,13.30,23.24,22.11,0.00,23.29
seq314,8.13,14.39,39.12,0.00,0.00,10.76,88.01,50.71,20.73,25.49,0.00,49.34,26.80,39.03,20.97,8.86,19.92,17.88,0.00,27.88
seq315,7.80,15.30,44.70,0.00,0.00,16.60,89.01,17.72,17.03,15.73,0.00,26.25,16.33,38.43,32.50,9.26,31.15,54.45,0.00,30.45
seq316,20.45,15.10,26.92,0.00,91.01,16.45,0.00,39.90,19.17,14.57,0.00,24.87,16.55,34.88,45.59,18.73,14.54,29.57,0.00,46.40
seq317,14.96,15.31,35.80,58.95,43.75,16.56,0.00,41.86,25.12,20.37,27.12,25.58,28.70,0.00,20.88,5.90,24.77,25.84,0.00,64.86
seq318,10.46,15.83,37.80,50.33,20.88,7.79,24.48,35.88,27.85,37.54,0.00,21.42,44.00,22.60,25.18,9.51,22.93,36.11,52.24,21.10
seq319,12.80,19.52,0.00,8.12,0.00,16.64,12.80,14.40,7.05,4.00,0.00,17.04,0.00,11.84,7.46,18.00,0.00,18.54,0.00,11.60
seq320,16.63,4.75,18.36,0.00,39.12,14.21,23.49,21.26,18.27,14.29,0.00,18.43,33.95,29.63,14.79,19.83,20.63,0.00,24.28,20.70
seq321,7.27,0.00,0.00,0.00,20.41,14.62,0.00,7.93,15.56,9.54,0.00,9.61,14.32,0.00,18.81,0.00,13.52,8.58,19.10,17.93
seq322,10.05,6.63,0.00,0.00,11.90,6.95,0.00,0.00,18.23,12.77,0.00,13.86,10.59,0.00,10.23,6.21,6.57,0.00,15.14,16.59
seq323,24.52,6.17,29.52,0.00,13.18,8.27,0.00,9.41,28.12,31.02,0.00,14.00,14.05,23.52,7.56,29.52,12.77,0.00,20.52,17.90
seq324,31.45,6.27,0.00,32.98,17.22,11.33,27.45,20.31,0.00,12.21,0.00,11.68,14.28,25.95,6.45,17.41,24.31,21.49,38.12,22.69
seq325,22.92,17.74,31.35,0.00,12.75,16.69,0.00,17.51,17.73,0.00,0.00,20.16,2.81,0.00,6.90,28.69,0.00,0.00,30.36,21.89
seq326,29.08,0.00,0.00,15.36,22.92,9.15,0.00,10.23,5.23,9.03,0.00,21.82,31.30,16.25,23.51,34.13,0.00,29.08,0.00,0.00
seq327,13.08,22.79,22.39,0.00,0.00,6.25,0.00,19.12,15.37,26.02,0.00,8.50,0.00,0.00,0.00,18.00,14.31,20.56,18.19,39.12
