ID,PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2
seq129,1.6639,1.6639,1.6639,0.0,0.0,3.3278,0.8319,0.8319,4.9916,4.1597,0.8319,0.8319,0.0,0.0,0.0,3.3278,0.0,3.3278,0.0,0.0,0.0778,0.0903
seq130,2.4585,1.639,1.639,0.8195,0.8195,4.0975,0.0,0.8195,4.917,4.917,0.0,0.0,0.8195,0.0,0.0,0.0,1.639,0.8195,0.0,0.0,0.0935,0.087
seq131,0.8389,1.6777,1.6777,0.0,1.6777,3.3555,0.8389,3.3555,3.3555,2.5166,0.8389,0.8389,2.5166,0.0,0.0,0.8389,2.5166,0.0,0.0,0.0,0.0757,0.0854
seq132,0.836,0.0,0.0,0.0,0.836,0.836,0.0,1.672,1.672,2.508,0.836,1.672,0.0,0.0,0.0,0.0,0.836,0.0,0.0,0.0,0.0643,0.0997
seq133,0.0,0.0,0.0,0.0,0.873,0.873,0.873,2.6189,0.873,4.3648,0.0,0.873,0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0492,0.0779
seq134,0.8518,0.0,0.0,0.0,1.7035,0.8518,0.0,0.8518,0.8518,4.2589,0.0,0.0,0.8518,0.0,0.0,0.8518,0.0,0.0,0.0,0.0,0.0605,0.0877
seq135,0.8389,0.0,0.0,0.0,0.0,0.0,0.0,1.6778,0.0,0.8389,0.0,0.0,6.7113,1.6778,2.5167,0.0,1.6778,0.0,0.0,3.3556,0.0818,0.0793
seq136,0.7993,1.5987,1.5987,1.5987,0.7993,6.3947,0.0,4.796,6.3947,3.1974,0.7993,1.5987,0.0,0.0,1.5987,1.5987,0.7993,3.1974,0.0,0.0,0.0983,0.1024
seq137,8.8972,1.7794,0.0,0.0,0.8897,9.787,0.8897,3.5589,1.7794,1.7794,0.8897,2.6692,1.7794,0.8897,1.7794,0.8897,5.3383,4.4486,1.7794,0.8897,0.0541,0.0561
seq138,0.0,0.0,1.5861,2.3791,0.793,3.1721,7.9303,0.0,2.3791,0.793,0.0,1.5861,0.0,0.0,3.9652,2.3791,0.0,0.0,0.0,3.1721,0.0981,0.1089
seq139,2.4789,1.6526,0.0,0.8263,1.6526,6.6104,1.6526,0.0,1.6526,0.8263,0.0,3.3052,0.0,0.0,0.8263,2.4789,0.8263,2.4789,1.6526,1.6526,0.0824,0.0913
seq140,4.8196,0.0,0.0,0.8033,0.8033,4.0163,0.0,0.8033,5.6229,2.4098,0.0,0.8033,0.8033,1.6065,1.6065,0.8033,0.0,2.4098,0.0,0.0,0.0866,0.1101
seq141,6.6843,1.6711,0.0,0.0,0.0,10.8619,0.0,0.8355,3.3421,2.5066,0.0,1.6711,0.8355,0.0,1.6711,0.8355,0.8355,5.8487,1.6711,2.5066,0.0783,0.0862
seq142,5.9558,5.1049,5.1049,2.5525,1.7016,4.2541,0.8508,7.6574,6.8066,9.359,0.0,4.2541,0.0,0.8508,0.0,2.5525,5.1049,2.5525,0.0,0.8508,0.0717,0.0774
seq143,2.4442,0.0,0.0,0.0,1.6295,3.2589,3.2589,3.2589,1.6295,1.6295,0.0,0.0,0.0,0.0,2.4442,0.0,0.0,0.0,0.8147,0.0,0.084,0.1012
seq144,0.8565,5.1392,0.0,0.0,0.0,4.2827,0.0,1.7131,6.8523,0.8565,2.5696,2.5696,2.5696,1.7131,1.7131,1.7131,0.8565,2.5696,0.0,0.0,0.0707,0.0727
seq145,3.2501,0.0,0.0,0.0,0.8125,0.8125,1.625,0.8125,4.0626,4.8751,0.0,0.0,0.0,1.625,0.0,0.8125,0.8125,0.0,0.8125,0.0,0.08199999999999999,0.1055
seq146,1.5786,0.0,0.0,1.5786,1.5786,1.5786,0.7893,2.368,6.3146,0.7893,1.5786,0.0,0.0,0.7893,0.0,0.7893,0.7893,0.0,0.7893,0.0,0.094,0.1167
seq147,2.5273,5.0545,1.6848,1.6848,1.6848,3.3697,3.3697,0.8424,0.8424,0.8424,0.0,1.6848,0.8424,2.5273,2.5273,0.8424,1.6848,1.6848,0.0,0.8424,0.0775,0.08
seq148,3.8752,0.0,0.0,0.0,0.775,2.3251,1.5501,1.5501,5.4253,1.5501,0.0,0.0,0.0,0.775,0.775,0.775,0.0,0.775,1.5501,3.1001,0.10400000000000001,0.121
seq149,2.6478,0.0,3.5304,0.0,0.0,1.7652,0.0,0.0,0.8826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6478,5.2957,0.0,0.8826,0.0523,0.0651
seq150,0.0,0.0,0.8095,6.476,0.8095,0.0,0.0,0.0,0.0,2.4285,0.0,0.8095,0.0,2.4285,7.2855,0.0,0.0,0.0,0.8095,0.0,0.08,0.1105
seq151,0.0,1.6825,0.0,0.0,0.0,2.5238,0.0,1.6825,4.2063,2.5238,0.0,0.0,0.0,0.8413,0.0,0.8413,1.6825,4.2063,0.0,0.0,0.0635,0.0952
seq152,1.6665,1.6665,1.6665,0.8332,1.6665,0.8332,0.0,2.4997,8.3323,2.4997,0.8332,0.8332,0.0,0.8332,0.0,1.6665,2.4997,1.6665,0.0,0.0,0.0821,0.0847
seq153,0.7836,0.0,0.0,3.1343,0.0,3.1343,0.0,0.7836,0.0,1.5671,0.0,0.7836,0.7836,1.5671,2.3507,0.0,0.0,0.0,0.0,0.0,0.10800000000000001,0.1084
seq154,0.0,2.4966,0.0,0.8322,0.8322,0.8322,0.8322,0.0,0.0,0.0,0.8322,1.6644,0.8322,1.6644,1.6644,1.6644,1.6644,3.3288,2.4966,0.8322,0.0853,0.0825
seq155,0.0,0.0,0.0,0.0,0.0,0.7931,0.7931,0.7931,0.7931,0.0,0.0,0.0,4.7585,0.0,3.1723,1.5862,0.7931,0.7931,0.0,0.7931,0.127,0.08
seq156,0.8258,4.9547,0.0,0.0,3.3032,4.9547,1.6516,0.8258,2.4774,1.6516,0.0,0.8258,1.6516,0.0,0.8258,3.3032,0.0,0.8258,1.6516,0.0,0.0882,0.086
seq157,0.0,2.6849,0.0,0.895,1.79,2.6849,1.79,1.79,0.895,0.0,0.895,1.79,0.0,0.895,0.0,3.5799,1.79,1.79,0.895,0.0,0.0571,0.0479
seq158,3.4013,3.4013,0.8503,0.0,0.0,6.8026,2.551,1.7006,3.4013,0.0,0.8503,3.4013,0.0,0.8503,0.0,1.7006,3.4013,1.7006,1.7006,1.7006,0.0801,0.0696
seq159,0.8245,1.649,0.8245,1.649,1.649,8.2449,0.0,5.7714,5.7714,1.649,0.8245,3.2979,0.8245,0.0,0.0,1.649,1.649,3.2979,0.0,0.0,0.081,0.0945
seq160,0.0,0.0,0.7989,0.0,1.5978,1.5978,0.0,2.3967,0.7989,1.5978,0.0,0.7989,0.0,0.0,0.0,0.7989,0.0,0.0,0.0,0.0,0.081,0.1201
seq161,1.577,1.577,0.0,0.7885,1.577,2.3655,0.0,1.577,3.9425,3.154,0.7885,0.7885,0.0,0.7885,0.7885,0.7885,0.0,0.7885,0.0,0.7885,0.0983,0.1132
seq162,3.2593,1.6296,0.0,0.8148,0.0,1.6296,0.0,1.6296,4.0741,4.0741,0.8148,0.8148,0.0,0.0,0.8148,0.8148,1.6296,0.0,0.0,0.0,0.0884,0.0967
seq163,0.8348,0.0,0.8348,0.0,1.6696,0.8348,0.0,0.8348,1.6696,0.8348,1.6696,1.6696,0.0,0.8348,0.8348,1.6696,0.0,0.8348,0.0,0.0,0.0836,0.0816
seq164,3.2717,0.0,0.0,1.6358,0.0,2.4538,0.0,3.2717,4.0896,1.6358,0.0,0.8179,0.8179,0.8179,1.6358,3.2717,0.8179,0.0,0.8179,0.0,0.0841,0.098
seq165,2.5562,5.1124,0.8521,0.0,0.8521,3.4083,2.5562,2.5562,2.5562,1.7041,0.0,0.8521,0.8521,2.5562,1.7041,1.7041,2.5562,2.5562,0.8521,0.8521,0.0718,0.0761
seq166,6.5111,0.0,7.325,6.5111,4.0694,16.2777,3.2555,2.4417,6.5111,4.8833,1.6278,4.8833,3.2555,6.5111,9.7666,4.0694,7.325,8.1388,2.4417,2.4417,0.0991,0.087
seq167,0.0,0.0,0.8004,0.0,0.0,0.8004,0.0,0.8004,0.8004,0.8004,0.0,1.6008,4.0019,0.0,2.4012,0.8004,0.8004,0.8004,0.0,1.6008,0.0854,0.1143
seq168,2.4922,0.0,4.1536,1.6614,0.8307,5.815,3.3229,2.4922,3.3229,0.8307,0.0,6.6458,4.9843,3.3229,4.1536,4.1536,3.3229,4.1536,3.3229,0.0,0.0874,0.0818
seq169,5.8152,0.0,1.6615,4.1537,0.8307,0.8307,0.8307,0.8307,7.4766,3.3229,0.0,1.6615,0.8307,5.8152,0.0,1.6615,2.4922,3.3229,0.0,0.8307,0.0723,0.09699999999999999
seq170,0.7652,4.5909,0.7652,0.0,1.5303,3.0606,0.0,1.5303,0.0,0.7652,0.0,0.7652,0.7652,0.7652,6.1212,1.5303,0.7652,0.7652,0.0,1.5303,0.1186,0.1162
seq171,1.6295,0.0,0.0,0.8147,0.8147,4.0736,0.0,0.8147,3.2589,2.4442,0.0,0.8147,0.8147,0.0,0.0,0.8147,0.8147,2.4442,0.8147,0.0,0.0804,0.1049
seq172,3.3688,0.0,0.0,0.0,2.5266,4.211,0.0,0.0,2.5266,3.3688,0.0,0.0,0.8422,1.6844,0.0,1.6844,0.8422,0.0,0.0,0.0,0.0747,0.0831
seq173,2.4514,0.0,0.8171,0.0,1.6342,2.4514,0.0,0.0,3.2685,2.4514,0.8171,1.6342,0.8171,0.0,0.0,0.0,0.0,1.6342,0.0,0.0,0.077,0.1059
seq174,6.007,0.0,0.0,0.0,0.0,3.4326,0.0,0.8581,2.5744,1.7163,0.8581,0.0,0.0,0.0,0.0,0.0,1.7163,1.7163,0.0,0.0,0.0703,0.0715
seq175,2.5228,0.0,0.0,0.0,0.8409,2.5228,0.8409,1.6819,2.5228,4.2047,0.0,0.0,2.5228,1.6819,0.8409,0.8409,0.0,1.6819,0.0,0.0,0.07400000000000001,0.0851
seq176,1.5619,0.0,0.781,0.0,0.0,0.781,0.0,2.3429,1.5619,2.3429,0.0,0.781,0.0,0.0,0.0,0.0,0.0,0.0,0.781,0.0,0.1071,0.1119
seq177,0.8155,4.8928,1.6309,0.0,1.6309,2.4464,0.8155,0.8155,1.6309,0.0,0.0,0.8155,1.6309,0.0,2.4464,0.8155,3.2619,0.0,0.8155,2.4464,0.0825,0.102
seq178,3.8416,6.1466,0.0,0.0,1.5367,3.0733,0.0,0.0,3.0733,0.0,0.0,0.0,0.0,0.0,4.61,2.305,0.0,0.0,0.7683,0.7683,0.133,0.0986
seq179,3.4693,5.204,0.0,0.0,0.8673,5.204,0.0,1.7347,1.7347,0.0,0.0,2.602,1.7347,1.7347,1.7347,3.4693,0.0,0.8673,0.0,2.602,0.0696,0.063
seq180,1.636,0.0,1.636,0.818,0.0,3.2719,0.818,1.636,3.2719,3.2719,0.0,0.0,0.0,0.0,0.0,0.818,0.0,3.2719,0.0,0.0,0.0807,0.1013
seq181,4.0771,0.0,1.6308,0.8154,0.8154,0.8154,0.8154,2.4462,2.4462,1.6308,0.0,0.0,0.0,1.6308,0.0,0.0,0.0,0.8154,0.0,0.0,0.0696,0.115
seq182,0.8334,0.0,0.0,0.0,1.6667,0.8334,0.8334,0.8334,0.8334,0.0,0.0,0.0,5.8336,2.5001,1.6667,0.0,0.8334,0.0,0.0,0.0,0.0915,0.0752
seq183,0.8165,0.8165,1.6331,0.8165,0.0,3.2662,0.0,0.0,0.0,0.0,0.0,0.8165,0.0,0.0,2.4496,1.6331,1.6331,4.0827,0.0,2.4496,0.0673,0.1162
seq184,0.8454,0.0,0.0,0.0,1.6909,3.3818,3.3818,3.3818,0.0,2.5363,0.0,0.0,0.0,0.0,0.8454,0.8454,0.0,2.5363,0.0,0.0,0.073,0.0815
seq185,1.6557,0.0,0.8278,0.0,0.8278,1.6557,0.8278,3.3114,1.6557,1.6557,0.8278,0.0,1.6557,0.0,0.0,0.8278,0.0,0.8278,0.0,0.8278,0.0747,0.0975
seq186,3.3715,1.6858,1.6858,0.0,0.0,3.3715,0.0,1.6858,4.2144,5.0573,0.8429,0.8429,0.0,0.8429,0.0,2.5287,0.8429,0.8429,0.0,0.0,0.0791,0.0781
seq187,0.0,1.7144,0.0,0.0,0.0,4.2861,0.0,0.0,2.5716,4.2861,0.0,0.0,0.0,0.0,0.0,1.7144,0.0,3.4289,0.0,0.0,0.0583,0.0845
seq188,1.6778,0.8389,0.8389,0.8389,0.8389,0.0,0.0,0.8389,0.0,0.0,0.0,0.8389,1.6778,1.6778,1.6778,3.3556,0.8389,0.0,0.0,0.8389,0.0868,0.0743
seq189,0.0,0.0,0.0,0.0,5.3843,1.5384,0.0,2.3075,0.0,0.0,0.0,0.7692,15.3836,0.0,9.2302,0.0,0.0,0.7692,0.0,0.0,0.1177,0.1132
seq190,0.8454,5.0723,0.8454,0.8454,0.8454,3.3815,0.8454,0.8454,5.9177,0.8454,0.0,0.8454,1.6908,1.6908,1.6908,0.8454,1.6908,1.6908,0.8454,4.2269,0.0743,0.0803
seq191,0.7325,0.0,0.0,0.0,2.1975,5.1275,0.0,2.1975,5.86,2.1975,0.0,0.0,0.7325,2.1975,5.1275,0.7325,0.7325,0.7325,0.7325,1.465,0.1266,0.1409
seq192,2.4265,0.0,1.6177,0.8088,0.0,0.8088,0.0,1.6177,3.2353,1.6177,0.0,0.8088,0.8088,4.0441,2.4265,0.0,1.6177,0.8088,0.8088,2.4265,0.084,0.1072
seq193,5.1494,1.7165,0.8582,0.0,0.0,3.4329,0.0,1.7165,3.4329,4.2912,0.0,1.7165,0.0,1.7165,0.0,2.5747,0.8582,0.8582,0.0,0.0,0.0703,0.0715
seq194,2.5441,1.6961,0.848,0.0,0.848,3.3921,0.0,0.848,4.2401,5.9362,0.0,1.6961,0.0,1.6961,0.0,2.5441,1.6961,0.848,0.0,0.0,0.0719,0.08
seq195,2.4362,8.1208,0.0,1.6242,1.6242,8.1208,0.8121,1.6242,0.0,0.8121,0.0,0.8121,4.0604,6.4967,8.9329,2.4362,1.6242,2.4362,0.0,0.8121,0.0886,0.0994
seq196,3.1733,4.76,2.38,0.0,0.0,6.3466,0.7933,3.1733,1.5867,4.76,0.0,0.0,5.5533,0.7933,6.3466,3.1733,2.38,0.0,0.0,2.38,0.0947,0.1119
seq197,4.2133,5.056,2.528,3.3707,2.528,5.8986,2.528,2.528,10.9546,2.528,2.528,4.2133,0.8427,1.6853,0.0,3.3707,2.528,4.2133,0.8427,1.6853,0.0769,0.0804
seq198,0.0,3.486,2.6145,13.0727,0.0,0.0,1.743,0.0,6.1006,0.0,1.743,0.8715,1.743,12.2012,10.4581,0.0,1.743,0.0,0.0,3.486,0.061,0.0675
seq199,1.7207,5.1621,0.8604,2.5811,0.8604,6.0225,1.7207,0.0,2.5811,1.7207,0.0,0.8604,5.1621,0.8604,2.5811,2.5811,2.5811,1.7207,0.0,0.0,0.0695,0.0702
seq200,1.5761,0.0,0.788,0.0,0.788,0.788,0.0,0.788,1.5761,0.788,0.0,0.788,0.0,0.0,0.788,0.0,0.788,3.9401,0.0,0.0,0.0806,0.1314
seq201,1.6856,0.0,0.0,0.0,0.8428,1.6856,0.8428,1.6856,1.6856,0.0,0.0,0.8428,0.0,0.0,0.0,1.6856,0.0,3.3711,0.0,0.0,0.063,0.0943
seq202,0.815,0.0,0.815,0.0,0.0,2.445,0.0,1.63,1.63,3.2601,0.0,0.815,0.0,0.0,0.815,0.0,0.815,2.445,0.0,0.0,0.0919,0.0931
seq203,0.7922,0.0,0.7922,0.0,0.0,1.5844,0.0,2.3766,1.5844,0.7922,0.0,0.7922,0.0,0.0,0.7922,0.7922,0.0,3.1687,0.0,0.0,0.079,0.1288
seq204,1.6398,0.0,0.8199,0.0,0.0,0.8199,0.0,0.8199,2.4598,1.6398,0.0,1.6398,0.8199,0.0,0.0,0.0,0.0,3.2797,0.0,0.0,0.0703,0.1098
seq205,1.5259,0.0,0.0,0.0,0.0,0.7629,0.0,2.2888,3.0517,1.5259,0.0,0.7629,0.7629,0.0,3.0517,0.0,0.7629,3.0517,0.7629,1.5259,0.1091,0.128
seq206,0.8683,0.0,0.0,0.0,0.0,5.2095,0.0,2.6048,1.7365,3.473,0.8683,0.0,0.8683,0.0,0.0,0.8683,0.0,1.7365,0.0,0.0,0.0535,0.0783
seq207,3.3163,1.6582,0.0,1.6582,0.8291,4.1454,0.0,1.6582,4.9745,3.3163,1.6582,0.8291,0.0,0.8291,0.0,0.0,3.3163,2.4872,0.0,0.0,0.0757,0.0953
seq208,0.826,1.652,0.826,0.826,1.652,3.3041,0.0,0.0,4.9561,3.3041,0.826,3.3041,0.0,0.0,0.0,1.652,0.0,4.1301,0.0,0.0,0.0791,0.0949
seq209,0.7599,3.0395,0.0,0.0,0.0,1.5197,0.7599,0.0,1.5197,0.0,0.0,0.0,0.7599,0.7599,3.0395,0.0,0.0,0.0,1.5197,1.5197,0.1231,0.1171
seq210,0.817,6.5359,2.451,0.817,1.634,4.0849,0.0,2.451,4.9019,0.0,0.817,0.817,2.451,0.0,4.9019,4.9019,3.268,0.0,0.0,1.634,0.0841,0.0989
seq211,1.6813,0.0,0.8407,0.8407,0.8407,2.522,0.0,2.522,0.8407,0.8407,0.8407,1.6813,0.0,0.0,0.8407,2.522,0.8407,0.0,0.0,0.0,0.067,0.0923
seq212,1.5572,0.0,0.0,0.7786,0.0,1.5572,0.7786,0.0,3.8929,3.8929,0.0,0.0,0.0,0.0,0.7786,0.0,1.5572,1.5572,0.7786,0.7786,0.1101,0.1114
seq213,0.8296,4.9776,0.8296,0.0,1.6592,2.4888,2.4888,1.6592,4.148,3.3184,0.0,2.4888,0.8296,3.3184,3.3184,1.6592,1.6592,2.4888,1.6592,1.6592,0.0865,0.0839
seq214,3.2303,0.0,1.6152,0.0,0.0,4.8455,0.8076,2.4227,4.0379,0.0,1.6152,2.4227,0.0,1.6152,1.6152,2.4227,0.0,2.4227,1.6152,0.8076,0.0917,0.1007
seq215,1.6741,6.6963,1.6741,0.0,2.5111,5.0222,1.6741,4.1852,2.5111,0.0,0.837,1.6741,1.6741,1.6741,3.3482,5.8593,2.5111,0.0,0.0,2.5111,0.0759,0.087
seq216,2.5081,1.6721,0.836,0.0,0.836,5.8523,0.0,0.0,5.0163,5.0163,0.836,0.836,0.0,0.0,0.0,1.6721,0.0,2.5081,0.0,0.0,0.077,0.0869
seq217,0.0,1.7442,0.0,0.0,0.8721,1.7442,0.0,2.6163,0.8721,2.6163,0.8721,0.0,0.0,0.8721,0.8721,0.0,1.7442,0.0,0.0,0.0,0.0529,0.075
seq218,2.4706,0.0,0.0,0.0,0.8235,3.2941,0.0,1.6471,5.7647,5.7647,0.8235,1.6471,1.6471,0.8235,0.8235,0.0,3.2941,2.4706,0.8235,0.0,0.0875,0.08900000000000001
seq219,2.6423,1.7615,0.0,0.0,0.8808,0.8808,0.0,1.7615,0.8808,2.6423,0.0,0.8808,0.8808,0.8808,0.0,0.0,1.7615,0.8808,0.0,0.8808,0.0537,0.0655
seq220,3.3954,1.6977,0.8489,0.0,2.5466,1.6977,0.0,0.0,3.3954,5.0931,0.0,2.5466,0.0,0.0,0.0,3.3954,1.6977,1.6977,0.0,0.0,0.0708,0.0803
seq221,3.4047,0.8512,0.0,0.0,1.7023,3.4047,0.0,1.7023,5.107,1.7023,0.0,2.5535,0.8512,0.8512,0.0,1.7023,1.7023,0.8512,0.0,0.8512,0.06,0.0889
seq222,1.596,0.798,1.596,0.0,0.798,2.3941,0.798,2.3941,1.596,2.3941,0.0,0.0,3.1921,0.0,2.3941,0.798,0.798,0.0,0.798,0.0,0.1194,0.0826
seq223,1.7391,2.6087,0.8696,0.8696,0.0,5.2174,1.7391,1.7391,2.6087,5.2174,0.0,0.8696,0.8696,0.8696,0.8696,4.3478,0.0,1.7391,0.0,0.8696,0.0585,0.0719
seq224,0.0,1.58,0.79,0.0,0.0,2.3699,0.79,3.1599,0.0,0.0,0.0,0.0,0.0,0.79,1.58,0.79,0.0,0.0,0.79,0.0,0.0946,0.1154
seq225,1.6881,0.0,0.0,2.5321,0.0,2.5321,0.0,2.5321,2.5321,4.2201,0.0,0.0,0.0,1.6881,0.0,2.5321,0.844,0.844,0.0,0.0,0.0765,0.0795
seq226,2.5112,0.0,0.8371,0.0,0.0,4.1853,0.0,0.8371,1.6741,3.3482,0.0,0.0,0.8371,0.8371,0.8371,2.5112,0.0,2.5112,0.0,0.0,0.0837,0.0792
seq227,1.6629,0.0,0.8314,0.0,1.6629,1.6629,0.0,0.8314,1.6629,0.8314,0.0,0.8314,0.0,0.0,0.0,0.0,1.6629,3.3258,0.0,0.0,0.0719,0.0967
seq228,0.0,0.0,0.0,0.0,0.0,0.0,0.795,0.795,0.795,0.795,0.0,0.0,1.59,0.795,0.795,0.795,0.0,0.0,1.59,0.795,0.0833,0.1217
seq229,1.5717,0.0,0.0,0.0,0.0,3.1435,0.0,0.0,3.9294,0.0,0.0,0.0,0.0,0.7859,2.3576,1.5717,0.7859,0.7859,0.0,0.0,0.1609,0.0532
seq230,0.0,0.0,0.7775,3.1099,1.5549,3.1099,0.0,3.8873,4.6648,2.3324,0.0,0.7775,0.7775,2.3324,3.8873,0.7775,1.5549,0.0,0.0,0.0,0.1011,0.1214
seq231,1.4707,0.7353,0.0,0.0,0.0,2.206,0.0,1.4707,2.9414,5.1474,0.0,0.7353,0.0,0.0,2.9414,0.0,0.0,0.0,0.0,0.0,0.1061,0.1585
seq232,0.7424,1.4848,0.0,0.0,0.0,0.7424,0.0,0.0,0.0,0.7424,0.0,0.0,0.0,0.0,4.4545,0.0,0.0,3.7121,1.4848,2.2273,0.1507,0.1069
seq233,0.8563,5.1377,0.0,0.0,0.0,5.9939,0.8563,0.8563,2.5688,0.0,0.0,3.4251,1.7126,2.5688,1.7126,1.7126,0.0,0.8563,0.8563,1.7126,0.0699,0.0739
seq234,3.1466,3.1466,0.7866,1.5733,2.3599,2.3599,0.7866,1.5733,4.7199,1.5733,0.7866,1.5733,0.7866,0.7866,6.2931,3.9332,0.7866,1.5733,0.7866,0.7866,0.0892,0.1242
seq235,2.4009,0.0,0.0,0.0,0.8003,1.6006,0.0,0.8003,4.8017,1.6006,0.8003,0.0,0.0,1.6006,0.0,2.4009,0.8003,0.8003,1.6006,0.8003,0.0983,0.1014
seq236,1.6646,0.0,4.9937,6.6582,0.8323,5.826,0.0,5.826,9.9874,11.6519,3.3291,6.6582,0.8323,0.8323,4.1614,9.1551,1.6646,4.1614,0.8323,2.4968,0.0828,0.0849
seq237,0.8401,1.6802,0.0,0.0,0.0,0.8401,0.0,1.6802,1.6802,2.5203,0.0,0.0,0.8401,0.0,0.0,0.0,0.0,1.6802,0.8401,0.0,0.0895,0.0704
seq238,2.5668,0.0,0.8556,0.0,0.0,4.278,0.0,1.7112,2.5668,5.1337,0.0,0.0,0.8556,0.8556,0.0,1.7112,0.0,1.7112,0.0,0.0,0.0748,0.0696
seq239,0.0,4.5129,0.0,0.9026,0.9026,1.8052,0.9026,1.8052,1.8052,1.8052,0.0,0.9026,0.9026,1.8052,0.0,2.7078,4.5129,2.7078,0.9026,0.0,0.0471,0.0503
seq240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9986,1.5994,10.3964,0.0,0.0,33.5882,1.5994,22.3922,1.5994,0.0,0.0,0.0,0.0,0.1173,0.0829
seq241,0.8425,0.0,0.0,0.0,12.6381,5.8978,0.0,0.8425,0.0,0.0,0.0,4.2127,35.3867,0.0,5.0552,0.0,0.0,0.8425,0.8425,0.0,0.0752,0.0823
seq242,1.6869,0.8435,0.8435,0.8435,0.8435,0.0,0.8435,1.6869,1.6869,5.0608,0.8435,2.5304,0.0,0.8435,1.6869,6.7477,1.6869,6.7477,1.6869,1.6869,0.0748,0.0817
seq243,13.2161,0.0,0.0,0.0,0.8811,7.0486,0.0,6.1675,2.6432,5.2864,1.7621,1.7621,0.0,2.6432,0.8811,2.6432,7.9297,6.1675,0.8811,0.8811,0.0605,0.0584
seq244,11.6833,1.669,0.0,3.3381,1.669,10.8488,0.8345,6.6762,7.5107,8.3452,0.0,2.5036,0.8345,1.669,0.0,1.669,3.3381,1.669,2.5036,1.669,0.0802,0.0852
seq245,1.6828,0.0,0.0,0.8414,0.8414,2.5243,1.6828,0.8414,0.8414,2.5243,0.0,0.0,1.6828,0.0,0.8414,1.6828,0.0,5.8899,0.0,0.0,0.0644,0.0942
seq246,8.4154,2.5246,0.0,2.5246,1.6831,12.6231,0.8415,0.8415,3.3662,0.8415,0.8415,3.3662,0.8415,0.0,1.6831,3.3662,0.8415,3.3662,2.5246,1.6831,0.0801,0.0784
seq247,0.0,0.0,0.0,0.0,1.7269,0.0,0.0,1.7269,0.8635,2.5904,0.0,0.0,0.8635,0.0,0.0,2.5904,0.8635,0.8635,0.0,0.0,0.0552,0.0813
seq248,5.0054,1.6685,0.8342,0.0,0.0,5.8396,0.0,1.6685,4.1711,0.0,0.0,4.1711,0.0,0.8342,0.0,4.1711,1.6685,1.6685,3.3369,0.8342,0.0818,0.084
seq249,1.7281,3.4562,0.0,0.0,0.0,6.9125,2.5922,0.0,0.8641,0.8641,0.0,4.3203,0.0,0.8641,0.0,2.5922,0.8641,3.4562,1.7281,1.7281,0.0766,0.0594
seq250,0.8195,0.0,1.639,0.0,1.639,2.4584,0.0,2.4584,1.639,2.4584,0.0,0.0,0.0,1.639,0.0,0.0,0.8195,1.639,0.0,0.0,0.0772,0.1033
seq251,12.1153,0.0,2.5961,0.0,1.7308,5.1923,0.0,9.5192,4.3269,3.4615,0.0,1.7308,0.0,0.8654,0.8654,6.0576,3.4615,6.0576,0.8654,1.7308,0.0608,0.0738
seq252,15.7823,0.0,1.7536,0.0,1.7536,6.1375,0.8768,3.5072,0.8768,7.0143,0.0,0.8768,0.8768,0.8768,0.8768,1.7536,4.384,1.7536,1.7536,0.8768,0.0587,0.0645
seq253,2.3105,0.0,0.7702,2.3105,1.5403,4.621,0.0,1.5403,6.1614,1.5403,0.0,1.5403,0.7702,0.0,0.0,0.0,0.0,0.7702,3.0807,0.0,0.1145,0.1154
seq254,7.7821,0.0,0.0,0.8647,0.8647,7.7821,0.0,6.9174,4.3234,5.188,0.0,0.8647,0.0,2.594,0.0,3.4587,3.4587,6.9174,0.0,0.8647,0.063,0.0723
seq255,2.3619,1.5746,1.5746,0.7873,0.7873,3.9365,0.0,1.5746,3.1492,0.7873,0.0,2.3619,0.0,0.7873,2.3619,1.5746,1.5746,3.9365,1.5746,3.1492,0.1095,0.1032
seq256,2.4079,1.6053,0.8026,1.6053,0.0,4.8158,0.8026,2.4079,3.2105,0.8026,0.0,4.0132,1.6053,0.8026,1.6053,0.0,0.8026,2.4079,3.2105,2.4079,0.0954,0.102
seq257,6.8828,1.7207,0.8603,0.8603,0.8603,6.8828,0.8603,1.7207,3.4414,4.3017,0.8603,6.8828,3.4414,0.0,1.7207,1.7207,0.0,0.8603,0.8603,0.8603,0.0711,0.0686
seq258,1.6524,1.6524,0.8262,0.0,1.6524,5.7834,1.6524,2.4786,7.4358,5.7834,0.0,1.6524,1.6524,1.6524,1.6524,1.6524,4.9572,2.4786,1.6524,1.6524,0.0914,0.0824
seq259,2.4264,1.6176,0.0,1.6176,0.8088,2.4264,0.0,1.6176,4.8528,2.4264,1.6176,1.6176,0.8088,0.8088,0.0,0.8088,0.8088,0.0,1.6176,1.6176,0.0904,0.1007
